ANOMES,ANOEXERCICIO,MES,NOMEORGAO,CNPJORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,RECEITAREALIZADA
201003,2010,Mar,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",13199944000181,Indireta,Executivo,1333.33,"ALIENACAO DE BENS",
201003,2010,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,701833.33,"ALIENACAO DE BENS",2273.13
201003,2010,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,171500.01,"ALIENACAO DE BENS",0.0
201003,2010,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,868583.3300000001,"ALIENACAO DE BENS",2273.13
201003,2010,Mar,"FUNDO PENITENCIARIO EST. GO - FUNPES/GO",10879198000189,Direta,Executivo,1666.67,"ALIENACAO DE BENS",
201003,2010,Mar,"INST. DE PREV. E ASSIST. SERV. ESTADO",1246693000160,Indireta,Executivo,,"ALIENACAO DE BENS",0.0
201003,2010,Mar,"ESTADO DE GOIAS",,N/A,N/A,7083.33,"ALIENACAO DE BENS IMOVEIS",2273.13
201003,2010,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,7083.33,"ALIENACAO DE BENS IMOVEIS",2273.13
201003,2010,Mar,"AG. GOIANA DE TRANSP. E OBRAS PUBLICAS",3520933000106,Indireta,Executivo,7500.0,"ALIENACAO DE BENS MOVEIS",
201003,2010,Mar,"ESTADO DE GOIAS",,N/A,N/A,876083.34,"ALIENACAO DE BENS MOVEIS",0.0
201003,2010,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,694750.0,"ALIENACAO DE BENS MOVEIS",0.0
201003,2010,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,861500.0,"ALIENACAO DE BENS MOVEIS",0.0
201003,2010,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,9833.33,"ALIENACAO DE BENS MOVEIS",0.0
201003,2010,Mar,"FUNDO ESP. DE DESENVOLV. RURAL-FUNDER",985566000110,Direta,Executivo,1833.3400000000001,"ALIENACAO DE BENS MOVEIS",
201003,2010,Mar,"FUNDO EST. DE SEGURANÇA PÚBLICA-FUNESP",2658753000114,Direta,Executivo,305166.66000000003,"ALIENACAO DE BENS MOVEIS",
201003,2010,Mar,"FUNDO EST.PROT.DEFESA CONSUMIDOR-FEDC",,Direta,Executivo,1666.67,"ALIENACAO DE BENS MOVEIS",
201003,2010,Mar,"JUNTA COMERCIAL EST. GOIÁS - JUCEG",2088698000174,Indireta,Executivo,1000.0,"ALIENACAO DE BENS MOVEIS",0.0
201003,2010,Mar,"ESTADO DE GOIAS",,N/A,N/A,12833.34,"ALIENACAO DE IMOVEIS RURAIS",1680.0
201003,2010,Mar,"ESTADO DE GOIAS",,N/A,N/A,666.67,"ALIENACAO DE IMOVEIS URBANOS",1433.13
201003,2010,Mar,"ESTADO DE GOIAS",,N/A,N/A,375166.68,"ALIENACAO DE OUTROS BENS MOVEIS",0.0
201003,2010,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,12500.0,"ALIENACAO DE OUTROS BENS MOVEIS",0.0
201003,2010,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,343000.02,"ALIENACAO DE OUTROS BENS MOVEIS",0.0
201003,2010,Mar,"JUNTA COMERCIAL EST. GOIÁS - JUCEG",2088698000174,Indireta,Executivo,2000.0,"ALIENACAO DE OUTROS BENS MOVEIS",0.0
201003,2010,Mar,"ESTADO DE GOIAS",,N/A,N/A,1377000.0,"ALIENACAO DE TITULOS MOBILIARIOS",
201003,2010,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,666.67,"ALIENAÇÃO DE IMÓVEIS URBANOS",1433.13
201003,2010,Mar,"AG. GOIANA DE CULT. PEDRO L. TEIXEIRA",3574676000187,Indireta,Executivo,41333.32,ALUGUEIS,5800.0
201003,2010,Mar,"AG. GOIANA DE REG. CONT. E FISC. S.PUBL",3537650000169,Indireta,Executivo,6000.0,ALUGUEIS,
201003,2010,Mar,"AGÊNCIA GOIANA DE COMUNICAÇÃO",3520902000147,Indireta,Executivo,7833.34,ALUGUEIS,6880.0
