ANOMES,ANOEXERCICIO,MES,NOMEORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,RECEITAREALIZADA,CNPJORGAO
201206,2012,Jun,"ESTADO DE GOIAS",N/A,N/A,558750.0,"ALIENACAO DE BENS",799.84,
201206,2012,Jun,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,557750.0,"ALIENACAO DE BENS",799.84,
201206,2012,Jun,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,103333.33,"ALIENACAO DE BENS",799.84,1409655000180
201206,2012,Jun,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",Direta,N/A,1000.0,"ALIENACAO DE BENS",,7004223000176
201206,2012,Jun,"FUNDO EST. DE SEGURANÇA PÚBLICA-FUNESP",Direta,Executivo,808000.0,"ALIENACAO DE BENS",0.0,2658753000114
201206,2012,Jun,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,83.33,"ALIENACAO DE BENS IMOVEIS",,
201206,2012,Jun,"ESTADO DE GOIAS",N/A,N/A,459333.33,"ALIENACAO DE BENS MOVEIS",0.0,
201206,2012,Jun,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,4000.0,"ALIENACAO DE BENS MOVEIS",0.0,1409655000180
201206,2012,Jun,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,46083.33,"ALIENACAO DE BENS MOVEIS",,
201206,2012,Jun,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,197333.34,"ALIENACAO DE IMOVEIS RURAIS",0.0,
201206,2012,Jun,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,666.67,"ALIENACAO DE IMOVEIS URBANOS",799.84,1409655000180
201206,2012,Jun,"ESTADO DE GOIAS",N/A,N/A,83.33,"ALIENACAO DE OUTROS BENS IMOVEIS",,
201206,2012,Jun,"DEP. EST. DE TRÂNSITO DE GOIÁS- DETRAN",Indireta,Executivo,83333.34,"ALIENACAO DE OUTROS BENS MOVEIS",,2872448000120
201206,2012,Jun,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,8000.0,"ALIENACAO DE OUTROS BENS MOVEIS",0.0,
201206,2012,Jun,"ESTADO DE GOIAS",N/A,N/A,666.67,"ALIENAÇÃO DE IMÓVEIS URBANOS",799.84,
201206,2012,Jun,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,666.67,"ALIENAÇÃO DE IMÓVEIS URBANOS",799.84,
201206,2012,Jun,"ESTADO DE GOIAS",N/A,N/A,83.33,"ALIENAÇÃO DE OUTROS BENS IMÓVEIS",,
201206,2012,Jun,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,45000.0,ALUGUEIS,,3521741000106
201206,2012,Jun,"AGÊNCIA GOIANA DE COMUNICAÇÃO",Indireta,Executivo,4333.34,ALUGUEIS,4105.38,3520902000147
201206,2012,Jun,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,137500.02,ALUGUEIS,114153.6,
201206,2012,Jun,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,144333.34,ALUGUEIS,192209.72,
201206,2012,Jun,"FUNDO DE ARTE E CULT. DO EST. GO",Direta,Executivo,4500.0,ALUGUEIS,0.0,15540894000180
201206,2012,Jun,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",Direta,N/A,5333.34,ALUGUEIS,4941.58,7004223000176
201206,2012,Jun,"FUNDO ESPECIAL DE SAUDE - FUNESA",Direta,Executivo,15000.0,ALUGUEIS,,544963000156
201206,2012,Jun,"FUNDO EST. CENTRO CULT. OSCAR NIEMEYER",Direta,Executivo,40333.340000000004,ALUGUEIS,4000.0,14188263000180
201206,2012,Jun,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,115000.0,"AMORTIZACAO DE EMPRESTIMOS",200195.21,
201206,2012,Jun,"FUNDO PART.A INDUSTRIALIZACAO-FOMENTAR",Direta,Executivo,51166.67,"AMORTIZACAO DE EMPRESTIMOS",30446.07,1460666000195
201206,2012,Jun,FUNPRODUZIR,Direta,Executivo,63833.33,"AMORTIZACAO DE EMPRESTIMOS",169749.14,4352350000178
201206,2012,Jun,"ESTADO DE GOIAS",N/A,N/A,63833.33,"AMORTIZACAO DE EMPRESTIMOS - PRODUZIR",169749.14,
201206,2012,Jun,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,63833.33,"AMORTIZACAO DE EMPRESTIMOS - PRODUZIR",169749.14,
201206,2012,Jun,"ESTADO DE GOIAS",N/A,N/A,115000.0,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",200195.21,
201206,2012,Jun,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,115000.0,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",200195.21,
